Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
12528,Who Wants to Be A Millionaire?,Misc,E10,X360,Ubisoft,Ubisoft,,,0.1,0.09,,,0.01,2011.0
12529,Fantasia: Music Evolved,Music,E10,X360,Disney Interactive Studios,Harmonix Music Systems,,,0.1,0.08,0.01,,0.01,2014.0
12530,Pajama Sam: Don't Fear the Dark,Adventure,E,Wii,Majesco,Mistic Studios,,,0.1,0.09,,,0.01,2008.0
12531,The Land Before Time: Great Valley Racing Adventure,Racing,E,PS,TDK Mediactive,Vision Scape,,,0.1,0.05,0.04,,0.01,2001.0
12532,The Walking Dead: Season Two,Adventure,M,X360,Telltale Games,Telltale Games,,,0.1,0.04,0.05,,0.01,2014.0
12533,King of Clubs: Mini Golf,Sports,E,Wii,Crave Entertainment,Oxygen Interactive,,,0.1,0.09,0.0,,0.01,2008.0
12534,Ultra Street Fighter IV,Fighting,,PS4,Sony Computer Entertainment,Capcom,,,0.1,,0.08,,0.01,2015.0
12535,Let's Sing 2016,Music,T,PS4,Ravenscourt,Voxler,,,0.1,0.08,,,0.02,2015.0
12536,Disney Sing It! High School Musical 3: Senior Year,Misc,E,X360,Disney Interactive Studios,Zoe Mode,,,0.1,0.09,,,0.01,2009.0
12537,The Smurfs 2,Platform,E,WiiU,Ubisoft,Way Forward,,,0.1,0.05,0.04,,0.01,2013.0
12538,MTX Mototrax,Racing,E,XB,Activision,Left Field Productions,,,0.1,0.07,0.02,,0.0,2004.0
12539,Blast Chamber,Shooter,T,PS,Activision,Attention To Detail,,,0.1,0.05,0.04,,0.01,1996.0
12540,Championship Pony,Simulation,E,DS,"Destination Software, Inc",Unknown,,,0.1,0.09,,,0.01,2008.0
12541,EyeToy: Operation Spy,Action,E,PS2,Sony Computer Entertainment,SCEE London Studio,,,0.1,0.05,0.04,,0.01,2005.0
12542,Petz Hamsterz Superstarz,Simulation,E,DS,Ubisoft,Ubisoft,,,0.1,0.09,,,0.01,2009.0
12543,Sega Genesis Classics,Misc,T,XOne,Sega,Sega,,,0.1,0.06,0.03,,0.01,2018.0
12544,MotoGP 07,Racing,E,PS2,Capcom,Milestone S.r.l.,,,0.1,0.05,0.04,,0.01,2007.0
12545,Escape Dead Island,Action,M,PS3,Deep Silver,Fatshark,,,0.1,0.05,0.03,,0.02,2014.0
12546,Bejeweled Twist,Puzzle,E,DS,PopCap Games,Griptonite Games,,,0.1,,0.08,,0.01,2010.0
12547,Option Tuning Car Battle,Racing,,PS,MTO,Unknown,,,0.1,,,0.09,0.01,1998.0
12548,Harvest Moon: Frantic Farming,Puzzle,E,DS,Natsume,Natsume,7.0,,0.1,0.08,0.01,,0.01,2009.0
12549,Kuroko no Basuke: Miracles to Victory,Sports,,3DS,Namco Bandai Games,Bandai Namco Games,,,0.1,,,0.1,,2014.0
12550,Resident Evil 4,Action-Adventure,M,PS4,Capcom,Capcom,,,0.1,0.07,,0.01,0.02,2016.0
12551,The Secret Saturdays: Beasts of the 5th Sun,Action,E10,Wii,D3 Publisher,High Voltage Software,,,0.1,0.09,0.0,,0.01,2009.0
12552,Derby Jockey 2,Sports,,SNES,Asmik Corp,Muse Soft,,,0.1,,,0.1,0.0,1995.0
12553,Resident Evil: Revelations 2,Action,M,X360,Capcom,Capcom,,,0.1,0.07,0.02,,0.01,2015.0
12554,Star Wars: Lethal Alliance,Action,E10,DS,Ubisoft,Ubisoft Casablanca,,,0.1,0.08,0.01,,0.01,2006.0
12555,Dead or Alive 5 Last Round,Fighting,M,XOne,Tecmo Koei,Team Ninja,7.5,,0.1,0.05,0.03,0.01,0.01,2015.0
12556,Tornado Outbreak,Action,E10,Wii,Konami,Loose Cannon Studios,,,0.1,0.09,0.0,,0.01,2009.0
12557,Blue Dragon: Awakened Shadow,Role-Playing,E10,DS,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,,0.1,0.06,0.0,0.03,0.0,2010.0
12558,Famicom Mini: Mappy,Platform,,GBA,Nintendo,Namco,,,0.1,,,0.09,0.0,2004.0
12559,Happy Feet Two,Adventure,E,X360,Warner Bros. Interactive,KMM Games,,,0.1,0.08,0.01,,0.01,2011.0
12560,iCarly 2: iJoin The Click!,Adventure,E,Wii,Activision,Blitz Games,,,0.1,0.08,0.01,,0.01,2010.0
12561,Reign of Fire,Shooter,M,XB,BAM! Entertainment,Kuju Entertainment,,,0.1,0.07,0.02,,0.0,2002.0
12562,Pro Evolution Soccer 2017,Sports,E,XOne,Konami Digital Entertainment,PES Productions,,,0.1,0.05,0.03,,0.01,2016.0
12563,Descent Maximum,Shooter,T,PS,Interplay,Parallax Software,,,0.1,0.05,0.04,,0.01,1997.0
12564,Cartoon Network: Punch Time Explosion,Fighting,E10,3DS,Crave Entertainment,Papaya Studios,5.6,,0.1,0.07,0.02,,0.01,2011.0
12565,Dead or Alive 5 Plus,Fighting,M,PSV,Tecmo Koei,Team Ninja,8.0,,0.1,,0.06,0.03,0.02,2013.0
12566,Pro Evolution Soccer 2013,Sports,E,Wii,Konami Digital Entertainment,Konami,,,0.1,,0.03,0.06,0.0,2012.0
12567,Digimon World DS,Role-Playing,E10,DS,Namco Bandai,Namco Bandai Games America,,,0.1,0.09,,,0.01,2006.0
12568,Dora's Cooking Club,Misc,E,DS,2K Play,2K Play,,,0.1,0.08,0.01,,0.01,2010.0
12569,Shining Force EXA,Role-Playing,E10,PS2,Sega,Neverland,,,0.1,,,0.1,,2007.0
12570,Virtual Pro Wrestling,Fighting,,PS,Asmik Ace Entertainment,Aki Corporation,,,0.1,,,0.09,0.01,1996.0
12571,Hakuoki: Demon of the Fleeting Blossom,Adventure,,PSP,Aksys Games,Idea Factory,,,0.1,0.08,,,0.01,2012.0
12572,Shadow Tower,Role-Playing,T,PS,Agetec,From Software,5.7,,0.1,0.01,0.01,0.07,0.01,1999.0
12573,Horse Life Adventures,Simulation,E,DS,Valcon Games,NEKO Entertainment Yullaby,,,0.1,0.08,0.01,,0.01,2009.0
12574,Luminous Arc 2 (JP sales),Role-Playing,T,DS,Atlus,imageepoch Inc.,,,0.1,,,0.1,,2008.0
12575,Utawarerumono: Mask of Truth,Visual Novel,M,PSV,Atlus,Aqua Plus,,,0.1,0.01,,0.08,0.0,2017.0
12576,CSI: Hard Evidence,Adventure,M,X360,Ubisoft,Telltale Games,,,0.1,0.07,0.02,,0.01,2007.0
12577,Watchmen: The End is Nigh Part 1 & 2,Action,M,X360,Warner Bros. Interactive,Deadline Games,,,0.1,0.09,0.0,,0.01,2009.0
12578,Kuroko's Basketball: Ties to Future,Sports,,3DS,Namco Bandai Games,Bandai Namco Games,,,0.1,,,0.1,,2015.0
12579,Resident Evil: Origins Collection,Action-Adventure,M,XOne,Capcom,Capcom,,,0.1,0.07,0.02,,0.01,2016.0
12580,Ford Racing 3,Racing,E,DS,Empire Interactive,Visual Impact,,,0.1,0.09,,,0.01,2005.0
12581,Persona Q2: New Cinema Labyrinth,Role-Playing,M,3DS,Atlus,Atlus,,,0.1,,,0.1,,2019.0
12582,Ice Age 2: The Meltdown,Platform,E10,XB,Vivendi Games,Eurocom Entertainment Software,6.8,,0.1,0.07,0.02,,0.0,2006.0
12583,Guilty Gear Isuka,Fighting,T,PS2,Sammy Corporation,Arc System Works,,,0.1,0.05,0.04,,0.01,2004.0
12584,Shadow Master,Adventure,T,PS,Sony Computer Entertainment,Hammerhead,,,0.1,0.05,0.04,,0.01,1997.0
12585,Global Touring Challenge: Africa,Racing,E,PS2,Majesco,Rage Software,,,0.1,0.05,0.04,,0.01,2002.0
12586,Man vs. Wild,Adventure,T,X360,Crave Entertainment,Scientifically Proven,,,0.1,0.09,,,0.01,2011.0
12587,Sword Art Online: Fatal Bullet,Role-Playing,T,XOne,Namco Bandai Games,Dimps Corporation,,,0.1,0.09,,,0.01,2018.0
12588,Classic NES Series: Excitebike,Racing,E,GBA,Nintendo,Nintendo,6.4,,0.1,,,0.1,,2004.0
12589,Young Justice: Legacy,Action,T,PS3,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,,0.1,0.06,0.01,,0.02,2013.0
12590,Tokimeki Memorial: Taisen Pazurudama,Puzzle,,PS,Konami,Konami,,,0.1,,,0.09,0.01,1996.0
12591,The Legend of Heroes: Trails in the Sky,Role-Playing,T,PSP,Xseed Games,Nihon Falcom Corporation,8.1,,0.1,0.06,0.0,0.03,,2011.0
12592,Shantae and the Pirate's Curse,Platform,E10,3DS,WayForward Technologies,WayForward Technologies,7.7,,0.1,0.05,,0.04,0.01,2016.0
12593,Heatseeker,Simulation,T,Wii,Codemasters,IR Gurus,5.5,,0.1,0.08,0.0,,0.01,2007.0
12594,MotoGP 2,Racing,E,XB,THQ,Climax Group,,,0.1,0.07,0.02,,0.0,2003.0
12595,Pro Yakyuu Famista DS,Sports,,DS,Namco Bandai,Bandai Namco Games,,,0.1,,,0.1,,2007.0
12596,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,Fighting,T,GBA,Bandai,Banpresto,,,0.1,0.05,0.02,0.03,0.0,2003.0
12597,Emergency 2012,Simulation,T,PC,THQ,Quadriga Games,,,0.1,0.04,0.05,,0.01,2011.0
12598,PAC-MAN and the Ghostly Adventures,Platform,E10,3DS,Namco Bandai Games,Inti Creates,,,0.1,0.05,0.04,,0.01,2013.0
12599,National Geographic Challenge!,Misc,E,Wii,Ignition Entertainment,Gusto Games,,,0.1,0.07,0.02,,0.01,2011.0
12600,Power Stone Collection,Action,T,PSP,Capcom,Capcom,,,0.1,0.08,0.0,,0.01,2006.0
12601,Deracine,Adventure,T,PS4,Sony Interactive Entertainment,From Software,,,0.1,0.07,,0.01,0.02,2018.0
12602,Ninja Reflex,Action,E10,DS,Electronic Arts,Sanzaru Games,,,0.1,0.09,,,0.01,2008.0
12603,Squinkies 2: Adventure Mall Surprize!,Platform,E,DS,Activision,Activision,,,0.1,0.09,,,0.01,2011.0
12604,Paws & Claws: Pet Vet,Simulation,E,Wii,THQ,ValuSoft,,,0.1,0.09,,,0.01,2009.0
12605,Hyperdimension Idol Neptunia PP,Simulation,T,PSV,Namco Bandai Games,Idea Factory,,,0.1,0.02,0.02,0.04,0.01,2014.0
12606,Ar tonelico: Melody of Elemia,Role-Playing,T,PS2,Nippon Ichi Software,Gust,7.0,,0.1,,,0.1,,2007.0
12607,Gundam Breaker,Misc,,PSV,Namco Bandai Games,Bandai,,,0.1,,,0.1,,2013.0
12608,NASCAR,Racing,E,PSP,EA Sports,EA Tiburon,7.2,,0.1,0.09,,,0.01,2006.0
12609,Sol Trigger,Role-Playing,,PSP,Image Epoch,Image Epoch,,,0.1,,,0.1,,2012.0
12610,Darkest of Days,Shooter,M,X360,Phantom EFX,8MonkeyLabs,4.6,,0.1,0.09,,,0.01,2009.0
12611,Kiniro no Corda 3,Adventure,,PSP,KOEI,Koei,,,0.1,,,0.1,,2010.0
12612,Castlevania Double Pack,Platform,T,GBA,Konami,KCET,9.0,,0.1,0.07,0.03,,0.0,2006.0
12613,Skylanders: Spyro's Adventure,Action,E10,PC,Activision,Toys for Bob,,,0.1,0.05,0.03,,0.01,2011.0
12614,Ballistic: Ecks vs. Sever,Shooter,T,GBA,BAM! Entertainment,Crawfish Interactive,7.3,,0.1,0.07,0.03,,0.0,2002.0
12615,"Blast Works: Build, Trade, Destroy",Shooter,E,Wii,Majesco,BudCat Creations,8.2,,0.1,0.09,0.0,,0.01,2008.0
12616,Touch Detective,Adventure,E10,DS,Atlus,"BeeWorks Co., Ltd.",,,0.1,0.06,0.03,,0.01,2006.0
12617,Alvin and the Chipmunks: The Squeakquel,Misc,E,Wii,Majesco,ImaginEngine,,,0.1,0.09,0.0,,0.01,2009.0
12618,Jikkyou Powerful Pro Yakyuu 11,Sports,,GC,Konami,Diamond Head,,,0.1,,,0.09,0.0,2004.0
12619,Steel Battalion,Simulation,T,XB,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,,0.1,0.05,0.02,0.02,0.0,2002.0
12620,Battlefield V,Shooter,M,PC,Electronic Arts,EA DICE,,,0.1,,0.09,,0.01,2018.0
12621,Street Fighter Collection,Fighting,T,PS,Capcom,Capcom,,,0.1,,,0.09,0.01,1997.0
12622,Digimon Story: Super Xros Wars Blue/Red,Role-Playing,,DS,Namco Bandai,Namco Bandai Games,,,0.1,,,0.1,,2011.0
12623,Rio,Misc,E10,X360,THQ,TBA,,,0.1,0.05,0.03,,0.01,2011.0
12624,Ultimate Marvel vs. Capcom 3,Fighting,T,PS3,Capcom,Capcom,,,0.1,,0.04,0.04,0.01,2011.0
12625,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,Sports,,DS,Konami,Silicon Studio,,,0.1,,,0.1,,2010.0
12626,SNK vs. Capcom Card Fighters DS,Strategy,T,DS,SNK Playmore,SNK Playmore Corporation,,,0.1,0.09,,,0.01,2007.0
12627,MX SuperFly featuring Ricky Carmichael,Racing,E,XB,THQ,Pacific Coast Power & Light,,,0.1,0.07,0.02,,0.0,2002.0
12628,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,Simulation,,DS,Konami,Konami,,,0.1,,,0.1,,2009.0
12629,Medal of Honor: Vanguard,Shooter,T,Wii,Electronic Arts,EA Los Angeles,,,0.1,0.06,0.03,,0.01,2007.0
12630,Yooka-Laylee,Platform,E10,XOne,Sold Out,Playtonic Games,,9.3,0.1,0.05,0.04,,0.01,2017.0
12631,Real Farm,Simulation,E,XOne,Soedesco,Triangle Studios,,,0.1,0.08,,,0.01,2017.0
12632,Supremacy MMA,Fighting,M,PSV,505 Games,Kung Fu Factory,,,0.1,0.02,0.05,,0.02,2012.0
12633,MindJack,Shooter,M,X360,Square Enix,FeelPlus,4.5,,0.1,0.07,0.02,,0.01,2011.0
12634,Imagine: Reporter,Simulation,E,DS,Ubisoft,Visual Impact,,,0.1,0.08,0.01,,0.01,2010.0
12635,Code Lyoko: Quest for Infinity,Action,E10,Wii,Game Factory,Neko Entertainment,,,0.1,0.07,0.02,,0.01,2007.0
12636,Minority Report: Everybody Runs,Action,T,XB,Activision,Treyarch,,,0.1,0.07,0.02,,0.0,2002.0
12638,Slime Rancher,Simulation,E10,XOne,Skybound Games,Monomi Park,,,0.1,0.08,,,0.01,2018.0
12639,thinkSMART,Misc,E,DS,Conspiracy Entertainment,Conspiracy Entertainment,,,0.1,0.09,,,0.01,2010.0
12640,Disney Planes Fire & Rescue,Action,E,3DS,Disney Interactive Studios,Little Orbit,,,0.1,0.01,0.08,,0.01,2014.0
12641,Lost Dimension,Role-Playing,T,PSV,Atlus,Lancarse,,,0.1,0.04,0.02,0.02,0.02,2015.0
12642,Kung Fu Panda 2,Action,E10,PS3,THQ,THQ,,,0.1,0.04,0.04,,0.01,2011.0
12643,Shox,Racing,E,PS2,Electronic Arts,Electronic Arts,,,0.09,0.05,0.04,,0.01,2002.0
12644,Glory Days 2,Strategy,E10,DS,Secret Stash Games,Odenis Studio,,,0.09,0.08,0.0,,0.01,2007.0
12645,Nights of Azure 2,Action,T,PS4,Tecmo Koei,Gust,,,0.09,0.04,,0.04,0.01,2017.0
12646,The Technomancer,Role-Playing,M,PS4,Focus Home Interactive,Spiders,,,0.09,0.04,0.04,,0.02,2016.0
12647,Unou no Tatsujin: Soukai! Machigai Museum 2,Misc,,DS,Namco Bandai,Bandai Namco Games,,,0.09,,,0.09,,2007.0
12648,Playboy: The Mansion,Simulation,M,XB,ARUSH Entertainment,Cyberlore Studios,,,0.09,0.07,0.02,,0.0,2005.0
12649,Neo Atlas,Strategy,,PS,ArtDink,Flip Flop Production,,,0.09,,,0.09,0.01,1998.0
12650,Disney's Aladdin in Nasira's Revenge,Action,E,PS,Sony Computer Entertainment,Argonaut Games,,,0.09,0.05,0.04,,0.01,2001.0
12651,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,E,GC,Activision,MagicWand,,,0.09,0.07,0.02,,0.0,2005.0
12652,SingStar Guitar,Misc,,PS3,Sony Computer Entertainment,SCEE London Studio,,,0.09,,0.08,,0.02,2010.0
12653,Summon Night 6: Lost Borders,Role-Playing,T,PSV,Gaijinworks,Media.Vision,,,0.09,0.02,,0.07,0.01,2017.0
12654,Winning Post 6,Sports,,PS2,KOEI,Koei/Inis,,,0.09,,,0.09,,2003.0
12655,Egg Monster Hero,Role-Playing,,DS,Unknown,Neverland,,,0.09,,,0.09,,2003.0
12656,Family Party: 30 Great Games,Misc,E,Wii,D3 Publisher,Tamsoft Corporation,,,0.09,0.08,0.01,,0.01,2008.0
12657,Nickelodeon Kart Racers,Racing,E,XOne,GameMill Entertainment,Solutions 2 Go,,,0.09,0.08,,,0.01,2018.0
12658,Whacked!,Party,T,XB,Microsoft Game Studios,Presto Studios,,,0.09,0.07,0.02,,0.0,2002.0
12659,Barnyard,Action,E10,PS2,THQ,Blue Tongue,,,0.09,0.05,0.04,,0.01,2006.0
12660,Field & Stream: Total Outdoorsman Challenge,Sports,T,X360,505 Games,Beast Studios S.r.l.,,,0.09,0.09,,,0.01,2010.0
12661,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,X360,Activision,PlatinumGames,,,0.09,0.03,0.06,,0.01,2016.0
12662,F.E.A.R. 2: Project Origin,Shooter,M,PC,Warner Bros. Interactive,Monolith Productions,8.2,8.5,0.09,0.04,0.05,,0.01,2009.0
12663,Pac-Man World 3,Platform,E,GC,Namco,Blitz Games,,,0.09,0.07,0.02,,0.0,2005.0
12664,Galactic Taz Ball,Platform,E,DS,Warner Bros. Interactive,WayForward Technologies,,,0.09,0.09,0.0,,0.01,2010.0
12665,Rocky,Fighting,T,GC,Ubisoft,Steel Monkeys,7.0,,0.09,0.07,0.02,,0.0,2002.0
12666,Crash 'N' Burn,Racing,T,XB,Eidos Interactive,Climax Group,,,0.09,0.07,0.02,,0.0,2004.0
12667,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Action,E10,DS,Mumbo Jumbo,EM Studios Limited,,,0.09,0.09,0.0,,0.01,2009.0
12668,We Happy Few,Action-Adventure,M,XOne,Gearbox Software,Compulsion Games,,,0.09,0.07,0.01,,0.01,2018.0
12669,Duke Nukem 3D: 20th Anniversary World Tour,Shooter,M,XOne,Gearbox Software,Gearbox Software,,,0.09,0.08,,,0.01,2016.0
12670,NFL Blitz 20-02,Sports,E,XB,Midway Games,Point of View,,,0.09,0.07,0.02,,0.0,2002.0
12671,Metal Fight Beyblade,Action,,DS,Hudson Soft,Hudson Soft,,,0.09,,,0.09,,2009.0
12672,Robots,Action,E,XB,VU Games,Eurocom Entertainment Software,,,0.09,0.07,0.02,,0.0,2005.0
12673,Little League World Series Baseball 2008,Sports,E,Wii,Activision,Now Production,,,0.09,0.09,0.0,,0.01,2008.0
12674,Speed Kings,Racing,E,PS2,Acclaim Entertainment,Climax Entertainment,,,0.09,0.05,0.04,,0.01,2003.0
12675,Populous DS,Strategy,E10,DS,Xseed Games,Genki,,,0.09,0.07,0.0,0.02,0.01,2008.0
12676,Raven Squad: Operation Hidden Dagger,Shooter,T,X360,Evolved Games,Atomic Motion,,,0.09,0.08,0.01,,0.01,2009.0
12677,Langrisser V: The End of Legend,Strategy,,SAT,NCS,Career Soft,,,0.09,,,0.09,,1998.0
12678,Winter Stars,Sports,E,X360,Deep Silver,49Games,,,0.09,0.05,0.04,,0.01,2011.0
12679,Everyday House Tamagotchi,Simulation,,3DS,Namco Bandai Games,Bandai Namco Games,,,0.09,,,0.09,,2012.0
12680,PhotoKano,Adventure,,PSP,Kadokawa Shoten,Kadokawa Shoten,,,0.09,,,0.09,,2012.0
12681,The Story of Noah's Ark,Action,E,DS,SouthPeak Interactive,Razorback Developments,,,0.09,0.09,,,0.01,2010.0
12682,Fresh PreCure! Asobi Collection,Action,,DS,Namco Bandai,Bandai Namco Games,,,0.09,,,0.09,,2009.0
12683,Populous: The Beginning,Strategy,T,PS,Electronic Arts,Bullfrog Productions,,,0.09,0.05,0.04,,0.01,1999.0
12684,Dungeons,Strategy,M,PC,Kalypso,Kalypso Media,6.5,,0.09,0.07,0.02,,0.01,2011.0
12685,Chess,Strategy,E,PS,Agetec,Success,,,0.09,0.05,0.04,,0.01,2001.0
12686,The Legend of Heroes: A Tear of Vermillion,Role-Playing,T,PSP,Bandai,Microvision,6.9,,0.09,0.08,,,0.01,2005.0
12687,Rosco McQueen: Firefighter Extreme,Action,E,PS,Psygnosis,Slippery Snake Studios,,,0.09,0.05,0.04,,0.01,1998.0
12688,Bladestorm: The Hundred Years' War,Action,T,X360,KOEI,Omega Force,6.9,,0.09,0.08,0.01,,0.01,2007.0
12689,Terranigma,Role-Playing,,SNES,Nintendo,Quintet,,,0.09,,,0.09,,1996.0
12690,Arcania: Gothic 4,Role-Playing,T,X360,JoWood Productions,Spellbound Entertainment AG,6.2,,0.09,0.04,0.04,0.01,0.01,2010.0
12691,Forever Kingdom,Role-Playing,T,PS2,Agetec,From Software,,,0.09,0.02,0.02,0.04,0.01,2002.0
12692,The Smurfs 2,Platform,E,PS3,Ubisoft,Way Forward,,,0.09,0.02,0.06,,0.01,2013.0
12693,Blitz: Overtime,Sports,M,PSP,Midway Games,Midway Games,,,0.09,0.09,,,0.01,2006.0
12694,Altered Beast: Guardian of the Realms,Action,T,GBA,THQ,3d6 Games,6.5,,0.09,0.07,0.02,,0.0,2002.0
12695,Shining Tears,Role-Playing,T,PS2,Sega,Amusement Vision,,,0.09,0.05,0.04,,0.01,2005.0
12696,MotoGP,Racing,E,XB,THQ,Climax Group,,,0.09,0.07,0.02,,0.0,2002.0
12697,Scaler,Platform,E,PS2,Global Star Software,Artificial Mind & Movement,,,0.09,0.05,0.04,,0.01,2004.0
12698,Big League Sports: Summer,Sports,E,Wii,Activision,Koolhaus Games,,,0.09,0.09,,,0.01,2009.0
12699,Gradius V,Shooter,T,PS2,Konami,"Treasure Co., Ltd.",,,0.09,0.05,0.04,,0.01,2004.0
12700,X-COM: UFO Defense,Strategy,E,PS,Microprose,MicroProse,,,0.09,0.05,0.04,,0.01,1995.0
12701,Nights of Azure,Action,T,PS4,Tecmo Koei,Gust,,,0.09,0.04,0.04,,0.02,2016.0
12702,Championship Foosball,Sports,E,Wii,505 Games,Del,,,0.09,0.09,,,0.01,2008.0
12703,World Cup '98 France: Road to Win,Sports,,SAT,Sega,Sega,,,0.09,,,0.09,,1998.0
12704,MLB SlugFest 20-04,Sports,E,XB,Midway Games,Criterion Games,,,0.09,0.07,0.02,,0.0,2003.0
12705,Wordmaster,Strategy,E,DS,"Destination Software, Inc",,,,0.09,0.09,0.0,,0.01,2008.0
12706,Barbie and the Magic of Pegasus,Action,E,GBA,Vivendi Games,VU Games,,,0.09,0.07,0.02,,0.0,2005.0
12707,Rygar: The Battle of Argus,Action,T,Wii,Tecmo,Tecmo,,,0.09,0.09,0.0,,0.01,2009.0
12708,Backyard Sports: Sandlot Sluggers,Sports,E,X360,Atari,Atari Games,,,0.09,0.09,,,0.01,2010.0
12709,Inazuma Eleven 3: Lighting Bolt / Bomb Blast,Role-Playing,,3DS,Nintendo,Level 5,,,0.09,,0.09,,0.01,2013.0
12710,Retro Game Challenge (US sales),Action,E,DS,Xseed Games,Bandai Namco Games,,,0.09,0.09,,,,2009.0
12711,SD Gundam G Generation DS,Role-Playing,,DS,Bandai,Vanguard,,,0.09,,,0.09,,2005.0
12712,Atari Classics Evolved,Misc,E,PSP,Atari,Stainless Games,,,0.09,0.08,,,0.01,2007.0
12713,Bleach: Heat the Soul,Fighting,,PSP,Sony Computer Entertainment,Eighting,,,0.09,,,0.09,,2005.0
12714,Harvest Moon: Skytree Village,Simulation,,3DS,Natsume,Natsume,5.0,,0.09,0.06,0.02,,0.01,2016.0
12715,Psychonauts,Platform,T,PS2,Majesco,Double Fine Productions,8.6,,0.09,0.05,0.04,,0.01,2005.0
12716,World Stadium 5,Sports,,PS,Namco,Namco,,,0.09,,,0.09,0.01,2001.0
12717,Taiko no Tatsujin: Drum Session!,Music,,PS4,Namco Bandai Games,Namco Bandai Games,,,0.09,,,0.09,,2017.0
12718,ESPN NBA 2Night,Sports,E,PS2,Konami,Konami Computer Entertainment Osaka,,,0.09,0.05,0.04,,0.01,2001.0
12719,Uta no Prince-Sama: Debut,Visual Novel,,PSP,Broccoli,Nippon Ichi Software,,,0.09,,,0.09,,2012.0
12720,Ford Mustang: The Legend Lives,Racing,E,XB,2K Games,Eutechnyx,,,0.09,0.07,0.02,,0.0,2005.0
12721,Freekstyle,Racing,E,GC,EA Sports BIG,Page 44 Studios,,,0.09,0.07,0.02,,0.0,2002.0
12722,Monopoly Collection,Misc,E,Wii,Electronic Arts,Electronic Arts,,,0.09,0.02,0.07,,0.01,2011.0
12723,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,Misc,,SAT,Sega,Sega-AM2,,,0.09,,,0.09,0.0,1995.0
12724,Digimon Rumble Arena 2,Fighting,T,PS2,Bandai,Black Ship Games,,,0.09,0.05,0.04,,0.01,2004.0
12725,Dora the Explorer: Dora Saves the Crystal Kingdom,Misc,E,PS2,2K Play,Take-Two Interactive,,,0.09,0.05,0.04,,0.01,2009.0
12726,Dance on Broadway,Misc,E10,PS3,Ubisoft,Longtail Studios,,,0.09,0.05,0.03,,0.01,2011.0
12727,Learn Chess,Misc,E,DS,DreamCatcher Interactive,Dreamcatcher,,,0.09,0.09,,,0.01,2009.0
12728,Shockwave Assault,Simulation,E,PS,Crystal Dynamics,Paradox Development,,,0.09,0.05,0.04,,0.01,1995.0
12729,Red Faction: Guerrilla Re-Mars-tered,Shooter,,PS4,THQ Nordic,Volition,,,0.09,0.04,0.04,,0.02,2018.0
12730,Nobunaga's Ambition: Sphere of Influence - Ascension,Strategy,T,PS4,Tecmo Koei,Koei Tecmo Games,,,0.09,0.03,,0.06,0.01,2016.0
12731,Ribbit King,Sports,E,PS2,Bandai,Bandai,,,0.09,0.05,0.04,,0.01,2004.0
12732,Scooby-Doo! Who's Watching Who?,Adventure,E,DS,THQ,THQ,,,0.09,0.08,0.01,,0.01,2006.0
12733,Space Invaders Extreme,Shooter,E,PSP,Square Enix,"GULTI co.,ltd.",8.2,,0.09,0.06,0.02,0.01,0.01,2008.0
12734,Alien Hominid,Shooter,T,GC,O3 Entertainment,The Behemoth,8.3,,0.09,0.07,0.02,,0.0,2004.0
12735,World Championship Poker 2: Featuring Howard Lederer,Misc,T,XB,Crave Entertainment,Point of View,,,0.09,0.07,0.02,,0.0,2005.0
12736,Ultimate Mortal Kombat,Fighting,M,DS,Midway Games,Other Ocean Interactive,7.3,,0.09,0.07,0.01,,0.01,2007.0
12737,Rapala Pro Bass Fishing 2010,Sports,E,PSP,Activision,FUN Labs,,,0.09,0.08,,,0.02,2010.0
12738,Pro Yakyuu Greatest Nine 98,Sports,,SAT,Sega,Nextech,,,0.09,,,0.09,,1998.0
12739,Snood 2: On Vacation,Puzzle,E,DS,DSI Games,Gravity-I,,,0.09,0.09,,,0.01,2005.0
12740,Carnival Games: Wild West 3D,Party,E10,3DS,2K Play,Cat Daddy Games,,,0.09,0.06,0.03,,0.01,2011.0
12741,Ninja Gaiden Black,Action,M,XB,Tecmo,Team Ninja,9.5,,0.09,0.07,0.02,,0.0,2005.0
12742,Bogey: Dead 6,Simulation,E,PS,Sony Computer Entertainment,Pegasus Japan,,,0.09,0.05,0.04,,0.01,1996.0
12743,Hakuouki: Zuisouroku Portable,Adventure,,PSP,Idea Factory,Idea Factory,,,0.09,,,0.09,,2010.0
12744,NCAA March Madness 08,Sports,E,PS3,EA Sports,EA Canada,,,0.09,0.08,,,0.01,2007.0
