time,Power,Oxygen,Cadence,HR,RF,Participant,Method
2531.0,134.0,2545.45,90.0,142.9,46.4,1.0,0.0
2532.0,134.0,2462.85,90.0,142.7,46.4,1.0,0.0
2533.0,134.0,2421.25,90.0,142.6,46.05,1.0,0.0
2534.0,134.0,2387.3,90.0,142.5,45.7,1.0,0.0
2535.0,134.0,2338.4,90.0,142.4,45.2,1.0,0.0
2536.0,134.0,2266.45,90.0,142.25,44.4,1.0,0.0
2537.0,134.0,2220.55,90.0,142.05,43.7,1.0,0.0
2538.0,134.0,2173.75,90.0,141.85,43.25,1.0,0.0
2539.0,134.0,2115.616667,90.0,141.6166667,42.48333333,1.0,0.0
2540.0,134.0,2064.45,90.0,141.45,41.65,1.0,0.0
2541.0,134.0,2004.95,90.0,141.25,40.25,1.0,0.0
2542.0,134.0,1997.95,90.0,141.05,39.35,1.0,0.0
2543.0,134.0,2048.75,90.0,140.85,39.7,1.0,0.0
2544.0,134.0,2077.45,90.0,140.75,39.9,1.0,0.0
2545.0,134.0,2109.0,90.0,140.65,40.05,1.0,0.0
2546.0,134.0,2134.05,90.0,140.6,40.05,1.0,0.0
2547.0,134.0,2154.85,90.0,140.5,40.35,1.0,0.0
2548.0,134.0,2171.1,90.0,140.4,40.25,1.0,0.0
2549.0,134.0,2193.233333,90.0,140.3333333,40.31666667,1.0,0.0
2550.0,134.0,2249.6,90.0,140.2,40.95,1.0,0.0
2551.0,134.0,2317.55,90.0,140.05,41.8,1.0,0.0
2552.0,134.0,2345.25,90.0,139.85,42.5,1.0,0.0
2553.0,134.0,2289.45,90.0,139.65,42.2,1.0,0.0
2554.0,134.0,2249.0,90.0,139.35,41.85,1.0,0.0
2555.0,134.0,2221.55,90.0,139.05,41.5,1.0,0.0
2556.0,134.0,2185.25,90.0,138.75,41.7,1.0,0.0
2557.0,134.0,2133.85,90.0,138.5,41.15,1.0,0.0
2558.0,134.0,2061.8,90.0,138.2,40.15,1.0,0.0
2559.0,134.0,2046.85,90.0,137.85,39.55,1.0,0.0
2560.0,134.0,2060.65,90.0,137.55,38.95,1.0,0.0
2561.0,134.0,2111.8,90.0,137.4,39.0,1.0,0.0
2562.0,134.0,2189.6,90.0,137.3,39.8,1.0,0.0
2563.0,134.0,2253.25,90.0,137.2,40.05,1.0,0.0
2564.0,134.0,2283.8,90.0,137.1,40.2,1.0,0.0
2565.0,134.0,2303.6,90.0,137.0,40.8,1.0,0.0
2566.0,134.0,2352.7,90.0,136.9,41.2,1.0,0.0
2567.0,134.0,2463.2,90.0,136.75,42.95,1.0,0.0
2568.0,134.0,2563.5,90.0,136.65,44.65,1.0,0.0
2569.0,134.0,2575.85,90.0,136.6,45.45,1.0,0.0
2570.0,134.0,2542.85,90.0,136.6,45.55,1.0,0.0
2571.0,134.0,2478.55,90.0,136.5,44.65,1.0,0.0
2572.0,134.0,2367.5,90.0,136.4,42.6,1.0,0.0
2573.0,134.0,2269.95,90.0,136.3,40.45,1.0,0.0
2574.0,134.0,2206.9,90.0,136.2,38.8,1.0,0.0
2575.0,134.0,2156.0,90.0,136.1,37.1,1.0,0.0
2576.0,134.0,2104.1,90.0,136.0,35.9,1.0,0.0
2577.0,134.0,2023.1,90.0,136.0,34.5,1.0,0.0
2578.0,134.0,1970.0,90.0,136.0,33.3,1.0,0.0
2579.0,134.0,1966.45,90.0,136.0,32.95,1.0,0.0
2580.0,134.0,1969.85,90.0,136.0,33.25,1.0,0.0
2581.0,134.0,1938.95,90.0,135.9,33.65,1.0,0.0
2582.0,134.0,1992.4,90.0,135.75,34.75,1.0,0.0
2583.0,134.0,2130.2,90.0,135.55,36.55,1.0,0.0
2584.0,134.0,2195.35,90.0,135.35,38.5,1.0,0.0
2585.0,134.0,2262.35,90.0,135.05,40.1,1.0,0.0
2586.0,134.0,2297.4,90.0,134.75,41.05,1.0,0.0
2587.0,134.0,2300.5,90.0,134.45,41.35,1.0,0.0
2588.0,134.0,2381.0,90.0,134.15,42.45,1.0,0.0
2589.0,134.0,2373.75,90.0,133.85,43.2,1.0,0.0
2590.0,134.0,2361.3,90.0,133.6,43.65,1.0,0.0
2591.0,134.0,2384.9,90.0,133.5,44.35,1.0,0.0
2592.0,134.0,2335.2,90.0,133.45,44.9,1.0,0.0
2593.0,134.0,2239.5,90.0,133.45,45.0,1.0,0.0
2594.0,134.0,2221.1,90.0,133.5,44.85,1.0,0.0
2595.0,134.0,2205.5,90.0,133.7,44.95,1.0,0.0
2596.0,134.0,2203.15,90.0,133.9,45.2,1.0,0.0
2597.0,134.0,2227.45,90.0,134.2,45.3,1.0,0.0
2598.0,134.0,2172.7,90.0,134.55,44.95,1.0,0.0
2599.0,134.0,2182.4,90.0,134.95,44.65,1.0,0.0
2600.0,134.0,2187.95,90.0,135.3,43.75,1.0,0.0
2601.0,134.0,2189.35,90.0,135.6,42.25,1.0,0.0
2602.0,134.0,2184.1,90.0,135.9,40.75,1.0,0.0
2603.0,134.0,2144.9,90.0,136.2,39.55,1.0,0.0
2604.0,134.0,2147.1,90.0,136.45,39.6,1.0,0.0
2605.0,134.0,2123.2,90.0,136.55,39.5,1.0,0.0
2606.0,134.0,2111.5,90.0,136.65,39.3,1.0,0.0
2607.0,134.0,2098.6,90.0,136.65,39.3,1.0,0.0
2608.0,134.0,2131.05,90.0,136.5,39.75,1.0,0.0
2609.0,134.0,2173.25,90.0,136.3,40.15,1.0,0.0
2610.0,134.0,2187.75,90.0,136.1,40.7,1.0,0.0
2611.0,134.0,2174.55,90.0,135.9,41.4,1.0,0.0
2612.0,134.0,2218.0,90.0,135.6,42.7,1.0,0.0
2613.0,134.0,2264.4,90.0,135.35,44.1,1.0,0.0
2614.0,134.0,2251.1,90.0,135.15,44.4,1.0,0.0
2615.0,134.0,2258.1,90.0,135.05,44.3,1.0,0.0
2616.0,134.0,2226.7,90.0,134.95,44.2,1.0,0.0
2617.0,134.0,2218.45,90.0,134.85,44.15,1.0,0.0
2618.0,134.0,2197.75,90.0,134.85,43.75,1.0,0.0
2619.0,134.0,2168.05,90.0,134.85,44.05,1.0,0.0
2620.0,134.0,2157.55,90.0,134.85,44.45,1.0,0.0
2621.0,134.0,2152.325,90.0,134.85,44.575,1.0,0.0
2622.0,134.0,2087.375,90.0,134.95,43.225,1.0,0.0
2623.0,134.0,2016.4,90.0,135.0,40.9,1.0,0.0
2624.0,134.0,1939.4,90.0,135.0,37.6,1.0,0.0
2625.0,134.0,1878.2,90.0,135.0,36.3,1.0,0.0
2626.0,134.0,1871.5,90.0,135.0,36.5,1.0,0.0
2627.0,134.0,1886.15,90.0,135.0,36.85,1.0,0.0
2628.0,134.0,1925.55,90.0,135.1,36.85,1.0,0.0
2629.0,134.0,1963.95,90.0,135.2,36.3,1.0,0.0
2630.0,134.0,1996.65,90.0,135.3,36.2,1.0,0.0
2631.0,134.0,2077.575,90.0,135.4,37.075,1.0,0.0
2632.0,134.0,2174.825,90.0,135.5,38.325,1.0,0.0
2633.0,134.0,2279.0,90.0,135.6,40.15,1.0,0.0
2634.0,134.0,2390.1,90.0,135.7,42.55,1.0,0.0
2635.0,134.0,2454.6,90.0,135.8,43.95,1.0,0.0
2636.0,134.0,2544.9,90.0,135.9,44.45,1.0,0.0
2637.0,127.3,2569.55,90.0,136.0,44.8,1.0,0.0
2638.0,113.9,2525.15,90.0,136.0,45.5,1.0,0.0
2639.0,100.5,2462.45,90.0,135.9,46.15,1.0,0.0
2640.0,87.1,2442.95,90.0,135.8,46.35,1.0,0.0
2641.0,73.7,2357.15,90.0,135.7,45.95,1.0,0.0
2642.0,60.3,2236.95,90.0,135.6,45.55,1.0,0.0
2643.0,46.9,2142.35,90.0,135.5,45.65,1.0,0.0
2644.0,33.5,2095.05,90.0,135.4,45.85,1.0,0.0
2645.0,20.1,2071.5,90.0,135.3,45.65,1.0,0.0
2646.0,6.7,1999.3,90.0,135.2,44.95,1.0,0.0
2647.0,0.0,1938.35,0.0,135.1,43.85,1.0,0.0
2648.0,0.0,1888.65,0.0,135.0,42.35,1.0,0.0
2649.0,0.0,1891.65,0.0,135.0,41.35,1.0,0.0
2650.0,0.0,1879.85,0.0,134.7,40.95,1.0,0.0
2651.0,0.0,1894.2,0.0,134.4,40.8,1.0,0.0
2652.0,0.0,1934.7,0.0,134.1,40.9,1.0,0.0
2653.0,0.0,1916.4,0.0,133.7,40.6,1.0,0.0
2654.0,0.0,1874.95,0.0,133.3,40.4,1.0,0.0
2655.0,0.0,1853.1,0.0,132.9,40.1,1.0,0.0
2656.0,0.0,1829.5,0.0,132.5,39.6,1.0,0.0
2657.0,0.0,1807.3,0.0,132.1,39.35,1.0,0.0
2658.0,0.0,1851.2,0.0,131.5,40.05,1.0,0.0
2659.0,0.0,1805.3,0.0,130.9,39.9,1.0,0.0
2660.0,0.0,1675.6,0.0,130.6,39.2,1.0,0.0
2661.0,0.0,1599.75,0.0,130.1,38.45,1.0,0.0
2662.0,0.0,1556.15,0.0,129.55,38.25,1.0,0.0
2663.0,0.0,1579.15,0.0,129.05,38.55,1.0,0.0
2664.0,0.0,1556.45,0.0,128.45,38.5,1.0,0.0
2665.0,0.0,1488.05,0.0,127.75,38.1,1.0,0.0
2666.0,0.0,1447.25,0.0,126.95,38.3,1.0,0.0
2667.0,0.0,1406.05,0.0,126.1,38.5,1.0,0.0
2668.0,0.0,1299.75,0.0,125.4,38.0,1.0,0.0
2669.0,0.0,1253.45,0.0,124.7,37.65,1.0,0.0
2670.0,0.0,1287.35,0.0,123.95,37.6,1.0,0.0
2671.0,0.0,1292.35,0.0,123.35,37.7,1.0,0.0
2672.0,0.0,1279.55,0.0,122.8,37.5,1.0,0.0
2673.0,0.0,1248.95,0.0,122.3,37.0,1.0,0.0
2674.0,0.0,1220.2,0.0,121.9,36.85,1.0,0.0
2675.0,0.0,1204.4,0.0,121.5,36.9,1.0,0.0
2676.0,0.0,1149.6,0.0,121.1,36.3,1.0,0.0
2677.0,0.0,1103.6,0.0,120.65,35.85,1.0,0.0
2678.0,0.0,1066.4,0.0,120.15,35.55,1.0,0.0
2679.0,0.0,1029.65,0.0,119.6,35.3,1.0,0.0
2680.0,0.0,973.15,0.0,119.05,34.95,1.0,0.0
2681.0,0.0,910.25,0.0,118.45,34.75,1.0,0.0
2682.0,0.0,848.3,0.0,117.85,34.45,1.0,0.0
2683.0,0.0,787.3,0.0,117.25,34.05,1.0,0.0
2684.0,0.0,744.35,0.0,116.5,33.5,1.0,0.0
2685.0,0.0,708.35,0.0,115.7,32.95,1.0,0.0
2686.0,0.0,692.45,0.0,114.9,32.45,1.0,0.0
2687.0,0.0,676.85,0.0,114.1,31.8,1.0,0.0
2688.0,0.0,667.8,0.0,113.35,31.3,1.0,0.0
2689.0,0.0,670.15,0.0,112.6,31.15,1.0,0.0
2690.0,0.0,669.1,0.0,111.85,31.25,1.0,0.0
2691.0,0.0,651.3,0.0,111.15,31.35,1.0,0.0
2692.0,0.0,640.45,0.0,110.45,31.55,1.0,0.0
2693.0,0.0,636.55,0.0,109.75,31.85,1.0,0.0
2694.0,0.0,632.1,0.0,109.15,32.15,1.0,0.0
2695.0,0.0,627.1,0.0,108.65,32.45,1.0,0.0
2696.0,0.0,705.2,0.0,108.25,32.55,1.0,0.0
2697.0,0.0,757.65,0.0,107.95,32.8,1.0,0.0
2698.0,0.0,778.2,0.0,107.7,32.9,1.0,0.0
2699.0,0.0,782.15,0.0,107.5,32.85,1.0,0.0
2700.0,0.0,784.3,0.0,107.35,32.75,1.0,0.0
2701.0,0.0,791.65,0.0,107.25,32.55,1.0,0.0
2702.0,0.0,783.65,0.0,107.15,32.25,1.0,0.0
2703.0,0.0,765.2,0.0,107.05,31.9,1.0,0.0
2704.0,0.0,762.0,0.0,107.0,31.75,1.0,0.0
2705.0,0.0,770.1,0.0,107.0,31.75,1.0,0.0
2706.0,0.0,692.7,0.0,107.0,32.05,1.0,0.0
2707.0,0.0,645.6,0.0,106.95,32.4,1.0,0.0
2708.0,0.0,628.8,0.0,106.85,32.8,1.0,0.0
2709.0,0.0,607.95,0.0,106.75,32.9,1.0,0.0
2710.0,0.0,583.05,0.0,106.65,32.7,1.0,0.0
2711.0,0.0,569.6,0.0,106.5,32.5,1.0,0.0
2712.0,0.0,567.6,0.0,106.3,32.3,1.0,0.0
2713.0,0.0,561.5,0.0,106.05,32.05,1.0,0.0
2714.0,0.0,551.3,0.0,105.75,31.75,1.0,0.0
2715.0,0.0,549.0,0.0,105.5,31.35,1.0,0.0
2716.0,0.0,554.6,0.0,105.3,30.85,1.0,0.0
2717.0,0.0,554.7,0.0,105.1,30.4,1.0,0.0
2718.0,0.0,549.3,0.0,104.9,30.0,1.0,0.0
2719.0,0.0,573.7,0.0,104.7,29.8,1.0,0.0
2720.0,0.0,627.9,0.0,104.5,29.8,1.0,0.0
2721.0,0.0,662.35,0.0,104.45,29.9,1.0,0.0
2722.0,0.0,677.05,0.0,104.55,30.1,1.0,0.0
2723.0,0.0,711.4,0.0,104.7,30.25,1.0,0.0
2724.0,0.0,765.4,0.0,104.9,30.35,1.0,0.0
2725.0,0.0,788.75,0.0,105.1,30.5,1.0,0.0
2726.0,0.0,781.45,0.0,105.3,30.7,1.0,0.0
2727.0,0.0,782.4,0.0,105.55,30.75,1.0,0.0
2728.0,0.0,791.6,0.0,105.85,30.65,1.0,0.0
2729.0,0.0,790.35,0.0,106.15,30.4,1.0,0.0
2730.0,0.0,778.65,0.0,106.45,30.0,1.0,0.0
2731.0,0.0,758.3,0.0,106.7,29.55,1.0,0.0
2732.0,0.0,729.3,0.0,106.9,29.05,1.0,0.0
2733.0,0.0,690.35,0.0,107.05,28.55,1.0,0.0
2734.0,0.0,641.45,0.0,107.15,28.05,1.0,0.0
2735.0,0.0,618.75,0.0,107.2,27.75,1.0,0.0
2736.0,0.0,622.25,0.0,107.2,27.65,1.0,0.0
2737.0,0.0,610.85,0.0,107.2,27.65,1.0,0.0
2738.0,0.0,584.55,0.0,107.2,27.75,1.0,0.0
2739.0,0.0,553.25,0.0,107.2,28.0,1.0,0.0
2740.0,0.0,516.95,0.0,107.2,28.4,1.0,0.0
2741.0,0.0,531.95,0.0,107.15,28.9,1.0,0.0
2742.0,0.0,598.25,0.0,107.05,29.5,1.0,0.0
2743.0,0.0,629.1,0.0,107.0,30.05,1.0,0.0
2744.0,0.0,624.5,0.0,107.0,30.55,1.0,0.0
2745.0,0.0,618.25,0.0,107.0,30.65,1.0,0.0
2746.0,0.0,610.35,0.0,107.0,30.35,1.0,0.0
2747.0,0.0,608.15,0.0,107.0333333,29.98333333,1.0,0.0
2748.0,0.0,611.65,0.0,107.1,29.55,1.0,0.0
2749.0,0.0,613.4,0.0,107.2,29.2,1.0,0.0
2750.0,0.0,666.2,0.0,107.3,29.5,1.0,0.0
2751.0,0.0,671.9,0.0,107.35,29.75,1.0,0.0
2752.0,0.0,630.5,0.0,107.35,29.95,1.0,0.0
2753.0,0.0,602.7,0.0,107.35,29.95,1.0,0.0
2754.0,0.0,588.5,0.0,107.35,29.75,1.0,0.0
2755.0,0.0,579.0,0.0,107.4,29.8,1.0,0.0
2756.0,0.0,574.2,0.0,107.5,30.1,1.0,0.0
2757.0,0.0,562.4,0.0,107.5666667,30.36666667,1.0,0.0
2758.0,0.0,543.6,0.0,107.6,30.6,1.0,0.0
2759.0,0.0,517.8,0.0,107.6,30.8,1.0,0.0
2760.0,0.0,443.0,0.0,107.55,30.4,1.0,0.0
2761.0,0.0,386.3,0.0,107.5,29.9,1.0,0.0
2762.0,0.0,352.2,0.0,107.45,29.25,1.0,0.0
2763.0,0.0,339.3,0.0,107.35,28.85,1.0,0.0
2764.0,0.0,348.05,0.0,107.3,28.65,1.0,0.0
2765.0,0.0,359.65,0.0,107.25,28.35,1.0,0.0
2766.0,0.0,394.5,0.0,107.15,28.1,1.0,0.0
2767.0,0.0,465.5,0.0,107.05,27.9,1.0,0.0
2768.0,0.0,537.1,0.0,106.95,27.7,1.0,0.0
2769.0,0.0,609.3,0.0,106.85,27.5,1.0,0.0
2770.0,0.0,694.9,0.0,106.8,27.6,1.0,0.0
2771.0,0.0,793.9,0.0,106.8,28.0,1.0,0.0
2772.0,0.0,880.85,0.0,106.9,28.15,1.0,0.0
2773.0,0.0,955.75,0.0,107.1,28.05,1.0,0.0
2774.0,0.0,1000.3,0.0,107.25,28.6,1.0,0.0
2775.0,0.0,1014.5,0.0,107.35,29.8,1.0,0.0
2776.0,0.0,1020.9,0.0,107.45,30.9,1.0,0.0
2777.0,0.0,1019.5,0.0,107.55,31.9,1.0,0.0
2778.0,0.0,1012.0,0.0,107.7,32.45,1.0,0.0
2779.0,0.0,998.4,0.0,107.9,32.55,1.0,0.0
2780.0,0.0,933.4,0.0,108.15,32.65,1.0,0.0
2781.0,0.0,817.0,0.0,108.45,32.75,1.0,0.0
2782.0,0.0,774.55,0.0,108.7,32.95,1.0,0.0
2783.0,0.0,746.0166667,0.0,108.9,33.31666667,1.0,0.0
2784.0,0.0,749.25,0.0,109.1,33.0,1.0,0.0
2785.0,0.0,784.25,0.0,109.3,32.0,1.0,0.0
2786.0,0.0,792.25,0.0,109.55,31.1,1.0,0.0
2787.0,0.0,773.25,0.0,109.85,30.3,1.0,0.0
2788.0,0.0,764.3,0.0,110.15,29.65,1.0,0.0
2789.0,0.0,765.4,0.0,110.45,29.15,1.0,0.0
2790.0,0.0,786.4666667,0.0,110.7,28.41666667,1.0,0.0
2791.0,0.0,827.5,0.0,110.9,27.45,1.0,0.0
2792.0,0.0,784.1,0.0,111.1,26.75,1.0,0.0
2793.0,0.0,749.1333333,0.0,111.25,26.53333333,1.0,0.0
2794.0,0.0,722.6,0.0,111.35,26.8,1.0,0.0
2795.0,0.0,672.5,0.0,111.4,27.0,1.0,0.0
2796.0,0.0,614.65,0.0,111.35,26.95,1.0,0.0
2797.0,0.0,574.6,0.0,111.2,26.8,1.0,0.0
2798.0,0.0,549.15,0.0,110.95,26.9,1.0,0.0
2799.0,0.0,548.15,0.0,110.6,27.3,1.0,0.0
2800.0,0.0,583.3833333,0.0,110.2,27.63333333,1.0,0.0
2801.0,0.0,602.6,0.0,109.75,28.0,1.0,0.0
2802.0,0.0,605.8,0.0,109.25,28.4,1.0,0.0
2803.0,0.0,595.55,0.0,108.85,28.45,1.0,0.0
2804.0,0.0,571.85,0.0,108.55,28.15,1.0,0.0
2805.0,0.0,573.85,0.0,108.3,27.75,1.0,0.0
2806.0,0.0,601.55,0.0,108.1,27.25,1.0,0.0
2807.0,0.0,629.4,0.0,107.95,26.5,1.0,0.0
2808.0,0.0,638.7666667,0.0,107.75,25.93333333,1.0,0.0
2809.0,0.0,619.8,0.0,107.5,25.5,1.0,0.0
2810.0,0.0,572.5,0.0,107.2,25.2,1.0,0.0
2811.0,0.0,559.95,0.0,107.0,24.8,1.0,0.0
2812.0,0.0,582.15,0.0,106.9,24.3,1.0,0.0
2813.0,0.0,602.3,0.0,106.75,23.86666667,1.0,0.0
2814.0,0.0,620.4,0.0,106.55,23.5,1.0,0.0
2815.0,0.0,629.3,0.0,106.35,23.5,1.0,0.0
2816.0,0.0,625.8888889,0.0,106.1666667,23.55555556,1.0,0.0
2817.0,0.0,608.125,0.0,105.9375,24.0,1.0,0.0
2818.0,0.0,596.4761905,0.0,105.7857143,24.38095238,1.0,0.0
2819.0,0.0,594.0,0.0,105.75,24.66666667,1.0,0.0
2.0,0.0,454.5,0.0,69.6,26.3,1.0,1.0
3.0,0.0,501.583333333333,0.0,69.5,25.0833333333333,1.0,1.0
4.0,0.0,524.261904761905,0.0,69.5238095238095,24.1666666666667,1.0,1.0
5.0,0.0,531.6875,0.0,69.625,23.4375,1.0,1.0
6.0,0.0,528.944444444444,0.0,69.7777777777778,22.8333333333333,1.0,1.0
7.0,0.0,521.483333333333,0.0,69.8333333333333,22.4833333333333,1.0,1.0
8.0,0.0,525.45,0.0,69.7,22.05,1.0,1.0
9.0,0.0,522.4,0.0,69.6,21.5,1.0,1.0
10.0,0.0,516.6,0.0,69.5333333333333,20.5666666666667,1.0,1.0
11.0,0.0,498.466666666667,0.0,69.4,19.8666666666667,1.0,1.0
12.0,0.0,468.0,0.0,69.2,19.4,1.0,1.0
13.0,0.0,428.633333333333,0.0,69.0,19.4333333333333,1.0,1.0
14.0,0.0,399.366666666667,0.0,68.7333333333333,19.6333333333333,1.0,1.0
15.0,0.0,380.2,0.0,68.4,20.0,1.0,1.0
16.0,0.0,370.233333333333,0.0,67.9666666666667,20.3666666666667,1.0,1.0
17.0,0.0,367.066666666667,0.0,67.5666666666667,20.5666666666667,1.0,1.0
18.0,0.0,370.7,0.0,67.2,20.6,1.0,1.0
19.0,0.0,380.133333333333,0.0,66.8666666666667,20.5333333333333,1.0,1.0
20.0,0.0,391.1,0.0,66.5666666666667,20.6333333333333,1.0,1.0
21.0,0.0,403.6,0.0,66.3,20.9,1.0,1.0
22.0,0.0,416.8,0.0,66.1,21.2,1.0,1.0
23.0,0.0,427.266666666667,0.0,65.9,21.2666666666667,1.0,1.0
24.0,0.0,435.0,0.0,65.7,21.1,1.0,1.0
25.0,0.0,439.233333333333,0.0,65.5,20.9,1.0,1.0
26.0,0.0,440.866666666667,0.0,65.3333333333333,20.8333333333333,1.0,1.0
27.0,0.0,439.9,0.0,65.2,20.9,1.0,1.0
28.0,0.0,443.533333333333,0.0,65.1,20.9,1.0,1.0
29.0,0.0,452.766666666667,0.0,65.0333333333333,20.7666666666667,1.0,1.0
30.0,0.0,467.6,0.0,65.0,20.5,1.0,1.0
31.0,0.0,478.4,0.0,65.0666666666667,20.1333333333333,1.0,1.0
32.0,0.0,486.0,0.0,65.2,19.8,1.0,1.0
33.0,0.0,490.4,0.0,65.4,19.5,1.0,1.0
34.0,0.0,493.15,0.0,65.575,19.325,1.0,1.0
35.0,0.0,495.016666666667,0.0,65.725,19.075,1.0,1.0
36.0,0.0,496.0,0.0,65.85,18.75,1.0,1.0
37.0,0.0,496.1,0.0,65.95,18.35,1.0,1.0
38.0,0.0,494.1,0.0,66.0833333333333,18.05,1.0,1.0
39.0,0.0,490.0,0.0,66.25,17.85,1.0,1.0
40.0,0.0,483.8,0.0,66.45,17.75,1.0,1.0
41.0,0.0,477.025,0.0,66.6583333333333,17.6166666666667,1.0,1.0
42.0,0.0,469.675,0.0,66.875,17.45,1.0,1.0
43.0,0.0,461.75,0.0,67.1,17.25,1.0,1.0
44.0,0.0,451.7,0.0,67.425,16.925,1.0,1.0
45.0,0.0,442.55,0.0,67.8,16.625,1.0,1.0
46.0,0.0,434.3,0.0,68.225,16.35,1.0,1.0
47.0,0.0,426.95,0.0,68.7,16.1,1.0,1.0
48.0,0.0,414.516666666667,0.0,69.1666666666667,15.9,1.0,1.0
49.0,0.0,396.05,0.0,69.5333333333333,15.7333333333333,1.0,1.0
50.0,0.0,371.55,0.0,69.8,15.6,1.0,1.0
51.0,0.0,349.125,0.0,69.925,15.6,1.0,1.0
52.0,0.0,330.575,0.0,69.975,15.9,1.0,1.0
53.0,0.0,315.9,0.0,69.95,16.5,1.0,1.0
54.0,0.0,305.1,0.0,69.85,17.4,1.0,1.0
55.0,0.0,304.183333333333,0.0,69.6583333333333,18.05,1.0,1.0
56.0,0.0,313.15,0.0,69.375,18.45,1.0,1.0
57.0,0.0,332.0,0.0,69.0,18.6,1.0,1.0
58.0,0.0,354.68,0.0,68.64,18.62,1.0,1.0
59.0,0.0,382.14,0.0,68.3866666666667,18.5266666666667,1.0,1.0
60.0,0.0,414.38,0.0,68.24,18.32,1.0,1.0
61.0,0.0,451.4,0.0,68.2,18.0,1.0,1.0
62.0,0.0,491.4,0.0,68.2,17.4,1.0,1.0
63.0,0.0,521.025,0.0,68.225,16.65,1.0,1.0
64.0,0.0,540.275,0.0,68.275,15.75,1.0,1.0
65.0,0.0,540.116666666667,0.0,68.4166666666667,15.1,1.0,1.0
66.0,0.0,520.55,0.0,68.65,14.7,1.0,1.0
67.0,0.0,500.775,0.0,68.925,14.55,1.0,1.0
68.0,0.0,486.845,0.0,69.135,14.53,1.0,1.0
69.0,0.0,478.76,0.0,69.28,14.64,1.0,1.0
70.0,0.0,476.52,0.0,69.36,14.88,1.0,1.0
71.0,0.0,473.066666666667,0.0,69.4,15.3666666666667,1.0,1.0
72.0,0.0,468.4,0.0,69.4,16.1,1.0,1.0
73.0,0.0,475.875,0.0,69.375,16.95,1.0,1.0
74.0,0.0,481.325,0.0,69.425,18.55,1.0,1.0
75.0,0.0,491.878571428571,0.0,69.4642857142857,19.9,1.0,1.0
76.0,0.0,507.535714285714,0.0,69.4928571428571,21.0,1.0,1.0
77.0,0.0,509.096428571429,0.0,69.5607142857143,21.85,1.0,1.0
78.0,0.0,496.560714285714,0.0,69.6678571428571,22.45,1.0,1.0
79.0,0.0,469.928571428571,0.0,69.8142857142857,22.8,1.0,1.0
80.0,0.0,429.2,0.0,70.0,22.9,1.0,1.0
81.0,0.0,381.433333333333,0.0,70.2,22.6333333333333,1.0,1.0
82.0,0.0,336.566666666667,0.0,70.4,22.0333333333333,1.0,1.0
83.0,0.0,294.6,0.0,70.6,21.1,1.0,1.0
84.0,0.0,269.7,0.0,70.7,19.2,1.0,1.0
85.0,0.0,246.696428571429,0.0,70.7857142857143,17.7,1.0,1.0
86.0,0.0,225.589285714286,0.0,70.8571428571429,16.6,1.0,1.0
87.0,0.0,206.378571428571,0.0,70.9142857142857,15.9,1.0,1.0
88.0,0.0,189.064285714286,0.0,70.9571428571429,15.6,1.0,1.0
89.0,0.0,198.471428571429,0.0,70.8857142857143,15.5,1.0,1.0
90.0,0.0,234.6,0.0,70.7,15.6,1.0,1.0
91.0,0.0,274.36,0.0,70.46,15.8,1.0,1.0
92.0,0.0,307.813333333333,0.0,70.18,16.0666666666667,1.0,1.0
93.0,0.0,334.96,0.0,69.86,16.4,1.0,1.0
94.0,0.0,355.8,0.0,69.5,16.8,1.0,1.0
95.0,0.0,378.375,0.0,69.1,16.9,1.0,1.0
96.0,0.0,395.55,0.0,68.675,16.825,1.0,1.0
97.0,0.0,407.325,0.0,68.225,16.575,1.0,1.0
98.0,0.0,413.7,0.0,67.75,16.15,1.0,1.0
99.0,0.0,389.85,0.0,67.35,15.75,1.0,1.0
100.0,0.0,389.1,0.0,67.0,15.65,1.0,1.0
101.0,0.0,434.54,0.0,66.64,15.95,1.0,1.0
102.0,0.0,472.06,0.0,66.38,16.21,1.0,1.0
103.0,0.0,501.66,0.0,66.22,16.43,1.0,1.0
104.0,0.0,523.34,0.0,66.16,16.61,1.0,1.0
105.0,0.0,537.1,0.0,66.2,16.75,1.0,1.0
106.0,0.0,550.075,0.0,66.325,16.725,1.0,1.0
107.0,0.0,572.658333333333,0.0,66.5083333333333,16.7416666666667,1.0,1.0
108.0,0.0,604.85,0.0,66.75,16.8,1.0,1.0
109.0,0.0,646.65,0.0,67.05,16.9,1.0,1.0
110.0,0.0,642.333333333333,0.0,67.5,16.8,1.0,1.0
111.0,0.0,591.9,0.0,68.1,16.5,1.0,1.0
112.0,0.0,549.46,0.0,68.74,16.44,1.0,1.0
113.0,0.0,513.155,0.0,69.345,16.52,1.0,1.0
114.0,0.0,482.985,0.0,69.915,16.74,1.0,1.0
115.0,0.0,458.95,0.0,70.45,17.1,1.0,1.0
116.0,0.0,441.05,0.0,70.95,17.6,1.0,1.0
117.0,0.0,419.55,0.0,71.3166666666667,18.0333333333333,1.0,1.0
118.0,0.0,394.45,0.0,71.55,18.4,1.0,1.0
119.0,0.0,365.75,0.0,71.65,18.7,1.0,1.0
120.0,0.0,342.266666666667,0.0,71.6,19.2,1.0,1.0
121.0,0.0,324.0,0.0,71.4,19.9,1.0,1.0
122.0,0.0,309.433333333333,0.0,71.0666666666667,20.4333333333333,1.0,1.0
